video_id,title,published_at,duration,views,likes,comments,tags,channel
KuLhGmMCFwM,"""At what point do you just go bald?""",2024-11-21T16:02:15Z,PT13S,260863,11674,21,"chrismd,shorts",ChrisMD but shorter
kCNvDA7fQTw,W2S NEARLY DIED In ChrisMD's Latest Video,2024-11-21T16:01:28Z,PT2M13S,18653,493,12,"chrismd,shorts",ChrisMD but shorter
B1ud0CsjaWg,"1 Footballer from Every Position Competes for £10,000 | UNSEEN FOOTAGE",2024-11-20T16:44:34Z,PT11M19S,147103,4869,27,"chrismd,shorts",ChrisMD but shorter
AduQ2gvDaJI,George Clarke MUGS OFF Behzinga,2024-11-19T16:00:09Z,PT24S,85781,2492,9,"chrismd,shorts",ChrisMD but shorter
8h5-GxlKrsU,"Joe Weller NEARLY FUMBLED £10,000",2024-11-18T16:00:06Z,PT3M43S,3159,119,6,"chrismd,shorts",ChrisMD but shorter
p1M7WlqrMvc,Catch Arthur TV At Folie Douce At 9am,2024-11-16T16:00:44Z,PT19S,843132,20937,144,"chrismd,shorts",ChrisMD but shorter
YoZAn0lgZc4,Introducing The ChrisMD Channel,2024-11-15T16:06:54Z,PT33S,15215,1020,20,"chrismd,shorts",ChrisMD but shorter
EuE9nISi69w,ChrisMD's TOP 10 Goals EVER,2024-11-15T16:00:13Z,PT6M,110821,3094,57,"chrismd,shorts",ChrisMD but shorter
81sFlHl3dYY,He Is HIM 👨‍🦲,2024-11-14T16:27:53Z,PT22S,12126,638,21,"chrismd,shorts",ChrisMD but shorter
sT_o6b5VCd8,Every Day George Clarke's Head Gets Ever So Slightly Bigger,2024-11-13T16:00:58Z,PT22S,39813,1494,4,"chrismd,shorts",ChrisMD but shorter
f35Ha8lMpkU,ChrisMD Carries Fellas Pub Crawl For 4 Minutes Straight,2024-11-13T16:00:38Z,PT4M,18840,580,11,"chrismd,shorts",ChrisMD but shorter
iPr2M6kNXUk,Sidemen Among Us But ChrisMD Is The Third Impostor,2024-11-12T16:00:43Z,PT10M,20719,572,12,"chrismd,shorts",ChrisMD but shorter
MMVCSFYnJh8,UK Youtube 100m RACE!,2024-11-12T15:56:00Z,PT59S,17767,955,12,"chrismd,shorts",ChrisMD but shorter
DsW1K4k2Ip0,ChrisMD's BEST Sidemen Sunday Moments,2024-11-11T16:00:18Z,PT21M42S,314629,7215,46,"chrismd,shorts",ChrisMD but shorter
6F0znsvLXfg,“That’s how I imagine dribbling looks in blind football”,2024-11-11T16:00:06Z,PT15S,41771,1094,2,"chrismd,shorts",ChrisMD but shorter
iDFG_1yBcXI,George Clarke VIOLATES Theo Baker,2024-11-10T16:00:37Z,PT27S,151484,4916,26,"chrismd,shorts",ChrisMD but shorter
ozWlZarvvy4,Theo Baker Is HIM,2024-11-09T16:00:42Z,PT25S,17966,626,3,"chrismd,shorts",ChrisMD but shorter
lvU4_9Mc8Ts,UK Youtube 100m RACE!,2024-11-09T16:00:39Z,PT1M26S,11370,342,14,"chrismd,shorts",ChrisMD but shorter
toJSKhK81YM,W2S VIOLATES Theo Baker,2024-11-08T16:00:56Z,PT10S,600074,21134,22,"chrismd,shorts",ChrisMD but shorter
c9S-U-1-Bw4,Theo Baker LOSING AURA For 10 Minutes Straight,2024-11-08T16:00:38Z,PT10M30S,234517,4050,32,"chrismd,shorts",ChrisMD but shorter
P2EDW7tgKyE,"""I'll go naughty on your jugs""",2024-11-07T16:00:17Z,PT30S,12553,852,6,"chrismd,shorts",ChrisMD but shorter
AeXo9m23Xk4,George Clarke Is SO UNDERRATED,2024-11-07T16:00:10Z,PT8M58S,529754,9085,45,"chrismd,shorts",ChrisMD but shorter
wtXuJulUcQk,Danny Aarons' Ego Is Out Of Control,2024-11-06T16:00:53Z,PT21S,67986,2253,11,"chrismd,shorts",ChrisMD but shorter
kFE3WZH7UMs,Danny Aarons Thinks He’s The MAIN CHARACTER,2024-11-06T16:00:41Z,PT7M52S,9182,376,22,"chrismd,shorts",ChrisMD but shorter
zs19uuNwtYo,ChrisMD Breaks The Internet,2024-11-05T16:01:01Z,PT1M12S,8872,407,22,"chrismd,shorts",ChrisMD but shorter
WnzAeoxlLHM,The ChrisMD Vs Theo Baker Debate Is FINALLY SETTLED,2024-11-05T16:00:26Z,PT23S,27615,993,6,"chrismd,shorts",ChrisMD but shorter
vM888Y_xFL8,ChrisMD Breaks The Internet,2024-11-04T16:00:49Z,PT55S,148957,10731,62,"chrismd,shorts",ChrisMD but shorter
PrLo50J3Tu4,Joe Weller Carries ChrisMD Video For 14 Minutes Straight,2024-11-04T16:00:22Z,PT14M13S,290811,6660,108,"chrismd,shorts",ChrisMD but shorter
1MCRPmbwrK4,W2S Has A MELTDOWN,2024-11-03T18:37:08Z,PT1M21S,12298,386,7,"chrismd,shorts",ChrisMD but shorter
ZbjwUsXJ4FE,"""That was such a tough watch""",2024-11-03T16:00:25Z,PT10S,33624,1434,3,"chrismd,shorts",ChrisMD but shorter
u88MmAUzNvk,Theo Baker Proves He's The BEST YOUTUBE FOOTBALLER,2024-11-02T16:00:49Z,PT1M35S,3259,125,7,"chrismd,shorts",ChrisMD but shorter
Os1oIDbGvW0,Prime W2S is BACK,2024-11-02T16:00:20Z,PT14S,26312,944,7,"chrismd,shorts",ChrisMD but shorter
KHgIvgBEEXo,W2S Has A MELTDOWN,2024-11-01T17:01:54Z,PT53S,57279,2333,11,"chrismd,shorts",ChrisMD but shorter
0UyRmq9k2KU,"Joe Weller WINS £10,000!",2024-11-01T16:54:35Z,PT2M58S,30230,1544,66,"chrismd,shorts",ChrisMD but shorter
GM4GjnoQsJk,W2S MOCKS Danny Aarons' Tattoo,2024-10-31T17:23:42Z,PT23S,1642772,84110,136,"chrismd,shorts",ChrisMD but shorter
yT1cbkNFzIw,W2S MOCKS Danny Aarons' Tattoo,2024-10-31T17:23:00Z,PT30S,10009,285,5,"chrismd,shorts",ChrisMD but shorter
Yb3P8km4Bos,ChrisMD Scores A SPELLBINDING Half Volley,2024-10-31T16:00:30Z,PT27S,12159,503,3,"chrismd,shorts",ChrisMD but shorter
IMvQf375HII,1 Hour Of ChrisMD WORLDIES,2024-10-30T16:00:16Z,PT1H,13914,391,20,"chrismd,shorts",ChrisMD but shorter
uiUzJj5tNck,ChrisMD Is A One-Club Man,2024-10-29T16:25:49Z,PT21S,178459,6002,45,"chrismd,shorts",ChrisMD but shorter
ss4PoAs_C40,"""That was an INSANE goal!""",2024-10-26T15:01:02Z,PT40S,14677,913,7,"chrismd,shorts",ChrisMD but shorter
nPyP5ydgWDs,ChrisMD NEARLY DIES In Football Accident,2024-10-25T15:01:02Z,PT16S,15035,601,5,"chrismd,shorts",ChrisMD but shorter
ocHL1rWinws,"Every Time You Score, a Keeper Gets Added | UNSEEN FOOTAGE",2024-10-25T15:00:58Z,PT20M43S,162959,4565,44,"chrismd,shorts",ChrisMD but shorter
qfdgUmuqTy4,ChrisMD's TOP 20 Goal Recreations,2024-10-24T15:00:59Z,PT8M57S,15198,460,18,"chrismd,shorts",ChrisMD but shorter
VNe0R-HS558,George Clarke Scores The Most RIDICULOUS Goal Ever,2024-10-24T15:00:35Z,PT50S,16313,832,9,"chrismd,shorts",ChrisMD but shorter
7u7CaEn0Wn0,subtle foreshadowing,2024-10-23T16:10:06Z,PT23S,15071,567,10,"chrismd,shorts",ChrisMD but shorter
F6ILcCqUXbw,Is This ChrisMD’s BEST GOAL At The Fortress?,2024-10-23T15:24:59Z,PT29S,12100,502,10,"chrismd,shorts,football",ChrisMD but shorter
EeEvfu6-884,ChrisMD NEARLY DIES In Football Accident,2024-10-23T15:00:14Z,PT26S,7266,247,10,"chrismd,shorts",ChrisMD but shorter
a-qeT216kI4,ChrisMD Drops A Tinder MASTERCLASS,2024-10-21T15:34:30Z,PT2M23S,8272,212,6,"chrismd,shorts",ChrisMD but shorter
O3ToMEcHRts,Ronaldo Watches ChrisMD Videos,2024-10-19T15:00:17Z,PT4M52S,3978,173,4,"chrismd,shorts",ChrisMD but shorter
3uOqoCjnvWI,ChrisMD vs Noah Beck BEEF UPDATE,2024-10-18T15:00:04Z,PT1M25S,10399,275,7,"chrismd,shorts",ChrisMD but shorter
-9kaGAPst3Q,ChrisMD REVEALS MrBeast Filming SECRETS,2024-10-17T15:23:06Z,PT2M58S,5483,194,5,"chrismd,shorts",ChrisMD but shorter
SLATVtmWUwY,Mikel Arteta CLOWNS ON Theo Baker,2024-10-16T15:00:28Z,PT17S,15005,628,4,"chrismd,shorts",ChrisMD but shorter
9BfsoNie7Po,Jeremy Lynch Would Be Proud Of This SCREAMER,2024-10-16T15:00:20Z,PT36S,2078,126,3,"chrismd,shorts",ChrisMD but shorter
yUsAIu6PsgM,George Clarke Being The Main Character For 7 Minutes Straight,2024-10-15T15:01:12Z,PT7M34S,122593,3141,13,"chrismd,shorts",ChrisMD but shorter
Qw0feZRa6VA,Has Anyone Ever Cried On The ChrisMD Channel?,2024-10-15T15:00:26Z,PT8S,192722,6876,12,"chrismd,shorts",ChrisMD but shorter
QiSrbOBEF8Q,ArthurTV and George Clarke Get BULLIED By Ben Foster,2024-10-14T15:00:26Z,PT59S,17468,1040,4,"chrismd,shorts",ChrisMD but shorter
4w66jVBu47U,"ChrisMD, George Clarke and ArthurTV Causing CHAOS For 6 Minutes Straight",2024-10-14T15:00:04Z,PT6M22S,116411,3504,15,"chrismd,shorts",ChrisMD but shorter
PecdjwDvd4M,This Goal Couldn't Be More TOP BINS,2024-10-13T15:00:32Z,PT45S,11951,849,3,"chrismd,shorts,football",ChrisMD but shorter
VlXHdNfoKDk,George Clarke Scores Past 10 Goalkeepers,2024-10-13T15:00:26Z,PT1M31S,6569,184,8,"chrismd,shorts",ChrisMD but shorter
q9FnGZdr6ig,Ben Foster Drops An ALL TIME DISASTERCLASS,2024-10-12T15:00:51Z,PT3M22S,5805,196,5,"chrismd,shorts",ChrisMD but shorter
hLI94-0vQ4s,George Clarke's Jeremy Lynch Impression Is UNREAL,2024-10-12T15:00:45Z,PT28S,68392,2654,5,"chrismd,shorts,football",ChrisMD but shorter
hTYqIo-lhVg,ChrisMD and George Clarke VIOLATE ArthurTV,2024-10-11T15:00:49Z,PT10S,29482,1079,5,"chrismd,shorts,football",ChrisMD but shorter
D2efYKf1RJk,Lloyd Griffith Carries ChrisMD Video For 9 Minutes Straight,2024-10-11T15:00:14Z,PT9M25S,19895,580,10,"chrismd,shorts",ChrisMD but shorter
viHOuVAW9qE,This Goal Was NEVER In Doubt,2024-10-10T15:27:43Z,PT44S,37599,1959,6,"chrismd,shorts,football",ChrisMD but shorter
Hy14tU92ZmA,ChrisMD Is An UNREAL Goalkeeper,2024-10-10T15:25:43Z,PT40S,2824,127,4,"chrismd,shorts",ChrisMD but shorter
goJMCOKJ7jo,"""Why do you look like Ciarán Carlin and Randolph at the same time?""",2024-10-09T15:00:55Z,PT14S,115378,4422,10,"chrismd,shorts",ChrisMD but shorter
TqQ73mmorSk,This Goal Couldn't Be More TOP BINS,2024-10-09T15:00:35Z,PT1M5S,2196,101,5,"chrismd,shorts",ChrisMD but shorter
nMzI_DDMSaI,Kevin De Bruyne In His PRIME,2024-10-08T15:07:44Z,PT14S,32546,1106,5,"chrismd,shorts,football",ChrisMD but shorter
YDuu3OM0yKc,ChrisMD Is WASHED,2024-10-07T15:00:39Z,PT16S,191541,7662,53,"chrismd,shorts,football",ChrisMD but shorter
PdkQkUZSYVw,Goalkeeper Is NEARLY DECAPITATED In ChrisMD Video,2024-10-06T15:00:23Z,PT30S,24739,702,1,"chrismd,shorts",ChrisMD but shorter
0jKOyKELHv4,George Clarke VIOLATES ChrisMD,2024-10-06T15:00:01Z,PT16S,3846,147,5,"chrismd,shorts",ChrisMD but shorter
yywim5cGYcA,Theo Baker's COLDEST Moment,2024-10-05T15:01:05Z,PT9S,55003,1799,6,"chrismd,shorts",ChrisMD but shorter
G-lgkVeMQmw,This ChrisMD Trickshot Was INSANE,2024-10-05T15:00:12Z,PT2M39S,2484,101,2,"chrismd,shorts",ChrisMD but shorter
ROw6_LlIL7Q,"This George Clarke Goal Was So Nice, He Scored It Twice",2024-10-04T15:00:35Z,PT21S,30121,1264,5,"chrismd,shorts,football,George Clarkey",ChrisMD but shorter
1PvxFU9neTg,24 Hours to Score a Goal in the Furthest Country | UNSEEN FOOTAGE,2024-10-04T15:00:02Z,PT22M51S,212918,5968,28,"chrismd,shorts",ChrisMD but shorter
Fc8hXcKV6yg,Is Tom Garratt YouTube’s Best Footballer?,2024-10-03T15:30:39Z,PT3M6S,19480,330,5,"chrismd,shorts",ChrisMD but shorter
N_J8hFn7EoE,ChrisMD Is INSANE at Penalties Now,2024-10-03T15:00:21Z,PT44S,19148,831,5,"chrismd,shorts,football",ChrisMD but shorter
hYV1c7ld34U,Ollie Dixon CARRIES ChrisMD Video For 5 Minutes Straight,2024-10-02T15:00:48Z,PT5M39S,16093,478,3,"chrismd,shorts",ChrisMD but shorter
IpveC5Zng7g,ChrisMD’s COLDEST Moment🥶🧊❄️,2024-10-02T15:00:27Z,PT19S,7067,284,5,"chrismd,shorts",ChrisMD but shorter
CJuVfQm2kpU,George Clarke Unicycle Tutorial,2024-10-02T15:00:17Z,PT38S,41465,1814,10,"chrismd,shorts",ChrisMD but shorter
46-1Kib9p1U,American Teens REACT To ChrisMD,2024-10-01T15:00:09Z,PT1M52S,6276,245,13,"chrismd,shorts",ChrisMD but shorter
YloDBLAVbQU,ChrisMD IS HIM,2024-09-30T15:30:17Z,PT39S,91089,5245,26,"chrismd,shorts,football",ChrisMD but shorter
3DhwvyUEWSI,Theo Baker But He Gets Progressively More Cringe,2024-09-30T15:00:05Z,PT5M9S,81423,1265,15,"chrismd,shorts",ChrisMD but shorter
EM2UvABgb8o,Pitchside Are AWFUL At Penalties,2024-09-29T15:00:14Z,PT2M10S,1668,79,2,"chrismd,shorts",ChrisMD but shorter
4MsyYI3uKSw,George Clarke Being the Funniest Human Being on Planet Earth for 8 Minutes Straight,2024-09-28T15:00:08Z,PT8M3S,320749,7120,37,"chrismd,shorts",ChrisMD but shorter
czlRpV_aqBM,“I’d rather make a legacy than a wish”,2024-09-27T15:00:51Z,PT29S,131487,5598,18,"chrismd,shorts,Theo baker",ChrisMD but shorter
FUmVPTXXH0w,ChrisMD Takes Theo Baker To Court,2024-09-27T15:00:13Z,PT3M37S,6786,198,2,"chrismd,shorts,Theo baker",ChrisMD but shorter
ZVIDy9OX0RU,George Clarke Has Scored MANY Great Goals,2024-09-26T15:56:18Z,PT9S,25349,1060,3,"chrismd,shorts,football",ChrisMD but shorter
zfOsoSf5eXM,ChrisMD Is WASHED,2024-09-26T15:01:09Z,PT1M7S,2780,103,4,"chrismd,shorts",ChrisMD but shorter
90eKBtwHUrs,ChrisMD Is INSANE at Penalties,2024-09-25T15:00:14Z,PT52S,7597,222,8,"chrismd,shorts",ChrisMD but shorter
0FTluqr1wFM,No One Wanted To See This Free Kick Go In...,2024-09-25T15:00:00Z,PT21S,125322,4082,13,"chrismd,shorts,football",ChrisMD but shorter
xO9N-MRjR6U,George Clarke Scores The Most RIDICULOUS Goal Ever,2024-09-24T15:00:58Z,PT2M3S,22136,577,5,"chrismd,shorts",ChrisMD but shorter
g2dn8WyptAo,"""This seems crazy, maybe just crazy enough to work""",2024-09-24T15:00:41Z,PT13S,26579,974,4,"chrismd,shorts,football",ChrisMD but shorter
nnWn1myRA_4,Goalkeeper Is NEARLY DECAPITATED In ChrisMD Video,2024-09-23T17:33:42Z,PT39S,4125,141,4,"chrismd,shorts",ChrisMD but shorter
uWmmcCuW8E8,KDB Gets BRUTALLY Red Arsed,2024-09-21T18:28:25Z,PT36S,2108,100,4,"chrismd,shorts",ChrisMD but shorter
4sTgldNHSBg,This Man Was Born To Be A Footballer,2024-09-21T13:35:37Z,PT14S,17242,786,5,"chrismd,shorts,football",ChrisMD but shorter
pMqVgH1jAzQ,Now That's REAL TALENT,2024-09-21T13:35:11Z,PT29S,11660,458,3,"chrismd,shorts",ChrisMD but shorter
zpXWJHdq2mg,The CLOSEST YouTube Race Of All Time,2024-09-20T19:47:39Z,PT1M20S,4164,197,3,"chrismd,shorts",ChrisMD but shorter
lUVIf7rjC2w,*Bro's Spine Left The Chat*,2024-09-19T16:18:54Z,PT30S,18623,808,6,"chrismd,shorts,football",ChrisMD but shorter
9jJF9Rltm1c,W2S' Most UNHINGED Moments On The ChrisMD Channel,2024-09-19T16:18:31Z,PT7M37S,207348,4770,21,"chrismd,shorts",ChrisMD but shorter
5W4zr_-GTn0,This Nutmeg Is NASTY,2024-09-18T16:06:53Z,PT11S,27670,1516,8,"chrismd,shorts,football",ChrisMD but shorter
IO1cDahvx9I,JackSucksAt Life Has BEEF With ChrisMD?!,2024-09-18T15:00:27Z,PT41S,5024,234,12,"chrismd,shorts",ChrisMD but shorter
-nIaSFDbt-A,"""You Ruined It By Scoring!""",2024-09-18T15:00:00Z,PT16S,10249,513,2,"chrismd,shorts,football",ChrisMD but shorter
z-Xebzdm9n0,ChrisMD Has NEGATIVE BALL KNOWLEDGE,2024-09-17T15:32:06Z,PT7M23S,7152,261,18,"chrismd,shorts",ChrisMD but shorter
icNibCWrx90,This Trivela Goal Was UNREAL!,2024-09-17T15:26:17Z,PT17S,20492,780,3,"chrismd,shorts,football",ChrisMD but shorter
pdtLX-tiCGU,This Free Kick Was NAUGHTY,2024-09-16T15:00:53Z,PT20S,14501,932,7,"chrismd,shorts,Football",ChrisMD but shorter
WUTeJwqBrNE,ChrisMD BULLIES Theo Baker For 4 Minutes Straight,2024-09-16T15:00:33Z,PT4M2S,34370,753,3,"chrismd,shorts",ChrisMD but shorter
IW9TCmjfSc0,ChrisMD Settles The Ronaldo V Messi Debate,2024-09-15T15:00:17Z,PT3M40S,3345,149,23,"chrismd,shorts",ChrisMD but shorter
2vBGkDLA9pU,The ChrisMD Channel Has VERY LOW Standards,2024-09-15T15:00:03Z,PT22S,15942,745,3,"chrismd,shorts,Football",ChrisMD but shorter
GlAFq7W89ZQ,You Silly T**T!,2024-09-14T15:00:27Z,PT10S,8634,565,2,"chrismd,shorts,football",ChrisMD but shorter
RVoLBCLJeQU,ChrisMD CROWNS The Youtube GOAT,2024-09-14T15:00:27Z,PT1M27S,4756,196,4,"chrismd,shorts",ChrisMD but shorter
jS4ul0_CIAY,How ChrisMD Built A Youtube EMPIRE,2024-09-13T15:00:59Z,PT9M15S,4923,200,30,"chrismd,shorts",ChrisMD but shorter
CMVFLAYSz_I,That's Why They Call Him A SWEEPER!,2024-09-13T15:00:13Z,PT29S,15499,775,5,"chrismd,shorts,football",ChrisMD but shorter
wGUBv-9NVIs,How KSI INSPIRED ChrisMD,2024-09-12T15:00:57Z,PT1M11S,5394,222,1,"chrismd,shorts",ChrisMD but shorter
1LlDQA1dFD4,This Football Skill Is SO IMPRESSIVE,2024-09-12T15:00:01Z,PT20S,10810,654,7,"chrismd,shorts",ChrisMD but shorter
AVkiHzdsXN0,Fantastic Ball Control,2024-09-11T15:25:53Z,PT26S,20293,915,7,"chrismd,shorts,Football",ChrisMD but shorter
QZsAhbA-re4,Why Messi Will NEVER Be On The ChrisMD Channel,2024-09-11T15:00:47Z,PT1M34S,10871,347,8,"chrismd,shorts",ChrisMD but shorter
SJBsq2Y7B3U,ChrisMD RANKS The Top 5 Youtube Footballers,2024-09-10T15:00:34Z,PT2M52S,6393,225,4,"chrismd,shorts",ChrisMD but shorter
LbqZh1RyQqw,ChrisMD Turned Down Love Island!,2024-09-10T15:00:31Z,PT50S,39381,1585,10,"chrismd,shorts",ChrisMD but shorter
aYm3kopfaqo,The 9 Year Old Haaland?!,2024-09-09T15:32:09Z,PT20S,49932,2308,17,"chrismd,shorts,football",ChrisMD but shorter
9543gjzPHwQ,ChrisMD Turned Down Love Island!,2024-09-09T15:25:48Z,PT3M52S,39749,921,26,"chrismd,shorts",ChrisMD but shorter
7Pb5iB5qkRc,How ChrisMD Met W2S,2024-09-08T15:00:11Z,PT2M56S,13839,585,8,"chrismd,shorts",ChrisMD but shorter
-_yIfybsJ5A,This Was Painful,2024-09-08T15:00:00Z,PT53S,37441,2184,21,"chrismd,shorts",ChrisMD but shorter
T8defzYRVxc,W2S's Mum Is Everywhere!,2024-09-07T15:00:32Z,PT17S,42051,2135,8,"chrismd,shorts",ChrisMD but shorter
HDxU_0qFMlk,Stephen Tries Sabotages ChrisMD Video For 7 Minutes Straight,2024-09-07T15:00:16Z,PT7M50S,21283,648,7,"chrismd,shorts",ChrisMD but shorter
rvjdyzSVuCE,Meet The ChrisMD Channel's NEWEST Goalkeeper,2024-09-06T15:01:04Z,PT22S,29538,1182,4,"chrismd,shorts",ChrisMD but shorter
HdOmHH0Nae8,ChrisMD Having No Friends For 7 Minutes Straight,2024-09-06T15:00:22Z,PT7M52S,12389,449,15,"chrismd,shorts",ChrisMD but shorter
d3-ZXwc61Hs,The Biggest ChrisMD Video Lineup EVER!,2024-09-05T15:00:41Z,PT7M10S,11649,355,9,"chrismd,shorts",ChrisMD but shorter
3QOevUYASPo,Can He Do Something This Time?,2024-09-05T15:00:02Z,PT19S,15971,939,5,"chrismd,shorts",ChrisMD but shorter
LmNZE6uIdtU,Maybe It's Time To Give It Up...,2024-09-04T16:41:10Z,PT17S,25699,1166,4,"chrismd,shorts",ChrisMD but shorter
I66ajA4MW4c,FOOTBALL MEME OLYMPICS | UNSEEN FOOTAGE,2024-09-04T13:13:11Z,PT30M21S,418305,16656,66,"chrismd,shorts",ChrisMD but shorter
Hx-Rm70wumA,Is That Harry Wroteoshaw?,2024-09-03T15:00:26Z,PT16S,17846,700,7,"chrismd,shorts",ChrisMD but shorter
2IAW4EDwtLQ,ChrisMD Being The Worst Teammate For 7 Minutes Straight,2024-09-03T15:00:01Z,PT7M13S,18726,492,9,"chrismd,shorts",ChrisMD but shorter
-t0CbRr0qn4,This Is Why Keepers Don't Take Free Kicks,2024-09-02T15:00:00Z,PT19S,48257,2764,6,"chrismd,shorts",ChrisMD but shorter
Lt8mOsesHak,ArthurTV Is SO WEIRD,2024-09-01T15:00:19Z,PT13S,30400,1076,8,"chrismd,shorts",ChrisMD but shorter
JQ63OlwgULA,BEST MOMENTS | FOOTBALL MEME OLYMPICS,2024-08-31T15:00:20Z,PT6M31S,14728,567,10,"chrismd,shorts",ChrisMD but shorter
R8E_q153Ht4,The REAL Reason People Watch Theo Baker Videos,2024-08-31T15:00:20Z,PT5S,32813,1053,13,"chrismd,shorts",ChrisMD but shorter
S7gP2wdsuTg,ChrisMD BOTTLES 24 Hour Go Karting Race,2024-08-30T19:27:17Z,PT1M48S,4906,152,5,"chrismd,shorts",ChrisMD but shorter
YdplaaW7TzM,ChrisMD's Best Pick Up Line,2024-08-30T15:00:40Z,PT24S,266508,11674,18,"chrismd,shorts",ChrisMD but shorter
CGuR8aXjTyo,Stephen Tries VIOLATES WillNE,2024-08-30T15:00:16Z,PT16S,180517,9849,33,"chrismd,shorts",ChrisMD but shorter
VBAIs5zPD8o,ChrisMD's Most EMBARRASSING Moment,2024-08-30T15:00:10Z,PT33S,844161,38820,14,"chrismd,shorts",ChrisMD but shorter
27aF1Q_rrfg,Weird flex but okay,2024-08-30T14:58:20Z,PT9S,31927,1756,14,"chrismd,shorts",ChrisMD but shorter
5TBLwQVsG-s,George Clarke PRANKS Us All,2024-08-30T14:58:12Z,PT20S,50346,2160,3,"chrismd,shorts",ChrisMD but shorter
pjSrR0Rtcjw,Stephen Tries & George Clarke Being The Funniest YouTube Duo For 6 Minutes Straight,2024-08-29T15:45:20Z,PT6M7S,129569,2908,11,"chrismd,shorts",ChrisMD but shorter
b98E37HRsfw,George Clarke is ChrisMD's Biggest Hater,2024-08-28T10:52:09Z,PT1M23S,4707,188,6,"chrismd,shorts",ChrisMD but shorter
d_hRZCOwI-Y,WillNE Abuses His Editor For 2 Minutes Straight,2024-08-27T10:23:06Z,PT2M17S,8116,365,12,"chrismd,shorts",ChrisMD but shorter
zuQ0z5dBj_k,This wasn't funny at all...,2024-08-26T15:00:59Z,PT39S,270252,15116,18,"chrismd,shorts",ChrisMD but shorter
9uq2SDMcaGY,ArthurTV & Behzinga Become Best Friends,2024-08-25T11:00:10Z,PT3M16S,16821,503,4,"chrismd,shorts",ChrisMD but shorter
X2aXJVzsXLI,ChrisMD Is On The Side Of The Emirates Stadium,2024-08-24T15:00:36Z,PT45S,2709,109,5,"chrismd,shorts",ChrisMD but shorter
tM5q8Lzdn7I,ArthurTV's AWKWARD Encounter With The Public,2024-08-24T14:15:02Z,PT21S,21510,865,5,"chrismd,shorts",ChrisMD but shorter
yRhfjn73WMk,George Clarke Never Stops Moaning...,2024-08-23T19:15:02Z,PT41S,177523,10414,32,"chrismd,shorts",ChrisMD but shorter
6ltwKfmdcmE,ArthurTV's WEIRDEST Moment,2024-08-23T16:30:01Z,PT34S,4157,207,7,"chrismd,shorts",ChrisMD but shorter
aLqsAsLKQZA,Stephen Tries Gets ChrisMD a DATE,2024-08-22T14:09:59Z,PT1M49S,6613,232,5,"chrismd,shorts",ChrisMD but shorter
73tp2T4oWh0,Why Sidemen Fans HATE Behzinga,2024-08-21T16:59:12Z,PT1M,6182,215,6,"chrismd,shorts",ChrisMD but shorter
1d_CsuWnAHo,ChrisMD Made This Girl CRY,2024-08-21T16:28:31Z,PT17S,86522,5203,18,"chrismd,shorts",ChrisMD but shorter
UHh9Ulc1-JU,ArthurTV Can't Stop Laughing At His Own Story,2024-08-19T17:48:34Z,PT1M5S,36073,1292,21,"chrismd,shorts",ChrisMD but shorter
ykrtXzziymE,Does Anyone Have Jeremy Lynch's Number?,2024-08-16T16:21:13Z,PT11S,32277,1339,8,"chrismd,shorts",ChrisMD but shorter
hhr2eN4If1E,ChrisMD's WORST Personality Trait,2024-08-15T15:00:45Z,PT27S,407780,22739,58,"chrismd,shorts",ChrisMD but shorter
6kPhjS4KpPE,ChrisMD's Best Pick Up Line,2024-08-15T15:00:07Z,PT31S,9447,255,9,"chrismd,shorts",ChrisMD but shorter
-6Erjn0J3Nk,ChrisMD Has SIGMA RIZZ For 6 Minutes Straight,2024-08-14T15:08:45Z,PT6M18S,34524,1129,30,"chrismd,shorts",ChrisMD but shorter
dISOXbgV3xs,This Girl Travelled Across The World For ChrisMD,2024-08-14T15:00:44Z,PT16S,3930051,205019,702,"chrismd,shorts",ChrisMD but shorter
sCuc8COIc0k,20 WOMEN VS 1 YOUTUBER: Football Edition | UNSEEN FOOTAGE,2024-08-13T15:00:52Z,PT21M,703324,20015,171,"chrismd,shorts",ChrisMD but shorter
Y4EWMjreQVk,ChrisMD Has NO RIZZ,2024-08-13T14:55:44Z,PT23S,251766,9871,13,"chrismd,shorts",ChrisMD but shorter
lrQ4t-C36as,There Was Absolutely No Need For That...,2024-08-12T15:02:22Z,PT22S,202780,7985,34,"chrismd,shorts",ChrisMD but shorter
Un1BwZu4K00,W2S and ChrisMD Have A Lovely Day Out,2024-08-12T15:00:03Z,PT12M9S,596278,13300,64,"chrismd,shorts",ChrisMD but shorter
xYVCuUPRejY,Miniminter ROASTS ChrisMD DISS TRACK,2024-08-11T15:00:50Z,PT41S,8100,193,2,"chrismd,shorts",ChrisMD but shorter
_Ok482BYdhM,The Most WHOLESOME Pick Up Line,2024-08-11T15:00:36Z,PT9S,428784,9503,44,"chrismd,shorts",ChrisMD but shorter
z63amGgsgqY,I Think I Love Her,2024-08-10T15:00:57Z,PT25S,581393,28474,57,"chrismd,shorts",ChrisMD but shorter
6W1VeJQXmEQ,ChrisMD's Most EMBARRASSING Moment,2024-08-10T15:00:09Z,PT1M,11465,353,6,"chrismd,shorts",ChrisMD but shorter
d4ZdcHRWcqc,ChrisMD Being Humbled For 7 Minutes Straight,2024-08-09T16:05:17Z,PT7M24S,13426,384,10,"chrismd,shorts",ChrisMD but shorter
